Fecha,Hora,Nivel_Escolar,Marca,Inventario_Inicial,Ventas,Inventario_Final
2025-08-22,16,Primaria 5°,EduMax,151,9,142
2025-08-22,16,Primaria 5°,SuperSchool,271,5,266
2025-08-22,16,Primaria 5°,EduMax,245,6,239
2025-08-22,16,Primaria 5°,EduMax,109,13,96
2025-08-22,16,Primaria 5°,TopKids,148,10,138
2025-08-22,16,Primaria 5°,SuperSchool,208,15,193
2025-08-22,16,Primaria 5°,TopKids,238,21,217
2025-08-22,16,Primaria 6°,EduMax,238,10,228
2025-08-22,16,Primaria 6°,EduMax,199,8,191
2025-08-22,16,Primaria 6°,SuperSchool,70,3,67
2025-08-22,16,Primaria 6°,TopKids,131,3,128
2025-08-22,16,Primaria 6°,TopKids,243,15,228
2025-08-22,16,Primaria 6°,SuperSchool,73,20,53
2025-08-22,16,Primaria 6°,EduMax,169,24,145
2025-08-22,16,Primaria 6°,SuperSchool,289,2,287
2025-08-22,16,Primaria 6°,SuperSchool,217,11,206
2025-08-22,16,Primaria 6°,EduMax,50,21,29
2025-08-22,16,Primaria 6°,TopKids,131,21,110
2025-08-22,16,Primaria 6°,SuperSchool,224,24,200
2025-08-22,16,Primaria 6°,SuperSchool,58,1,57
2025-08-25,9,Preescolar,TopKids,233,10,223
2025-08-25,9,Preescolar,TopKids,174,16,158
2025-08-25,9,Preescolar,EduMax,188,19,169
2025-08-25,9,Preescolar,SuperSchool,270,19,251
2025-08-25,9,Preescolar,EduMax,298,15,283
2025-08-25,9,Preescolar,TopKids,78,16,62
2025-08-25,9,Preescolar,EduMax,217,8,209
2025-08-25,9,Preescolar,EduMax,183,13,170
2025-08-25,9,Preescolar,SuperSchool,230,12,218
2025-08-25,9,Preescolar,EduMax,198,20,178
2025-08-25,9,Preescolar,SuperSchool,125,17,108
2025-08-25,9,Kínder,TopKids,240,6,234
2025-08-25,9,Kínder,SuperSchool,181,21,160
2025-08-25,9,Kínder,SuperSchool,118,10,108
2025-08-25,9,Kínder,TopKids,249,23,226
2025-08-25,9,Kínder,EduMax,86,7,79
2025-08-25,9,Kínder,EduMax,286,19,267
2025-08-25,9,Kínder,EduMax,256,3,253
2025-08-25,9,Kínder,EduMax,145,14,131
2025-08-25,9,Kínder,TopKids,60,10,50
2025-08-25,9,Kínder,SuperSchool,258,13,245
2025-08-25,9,Primaria 1°,EduMax,109,13,96
2025-08-25,9,Primaria 1°,TopKids,54,16,38
2025-08-25,9,Primaria 1°,EduMax,209,12,197
2025-08-25,9,Primaria 1°,SuperSchool,134,16,118
2025-08-25,9,Primaria 1°,EduMax,166,1,165
2025-08-25,9,Primaria 1°,EduMax,90,16,74
2025-08-25,9,Primaria 1°,TopKids,224,18,206
2025-08-25,9,Primaria 1°,EduMax,145,12,133
2025-08-25,9,Primaria 1°,EduMax,276,4,272
2025-08-25,9,Primaria 1°,EduMax,289,13,276
2025-08-25,9,Primaria 1°,EduMax,285,2,283
2025-08-25,9,Primaria 1°,SuperSchool,126,3,123
2025-08-25,9,Primaria 1°,SuperSchool,106,2,104
2025-08-25,9,Primaria 2°,SuperSchool,165,1,164
2025-08-25,9,Primaria 2°,TopKids,222,2,220
2025-08-25,9,Primaria 2°,TopKids,260,16,244
2025-08-25,9,Primaria 2°,TopKids,128,6,122
2025-08-25,9,Primaria 2°,EduMax,76,6,70
2025-08-25,9,Primaria 2°,TopKids,214,11,203
2025-08-25,9,Primaria 2°,EduMax,267,9,258
2025-08-25,9,Primaria 3°,SuperSchool,217,15,202
2025-08-25,9,Primaria 3°,SuperSchool,278,4,274
2025-08-25,9,Primaria 3°,EduMax,101,18,83
2025-08-25,9,Primaria 3°,SuperSchool,230,3,227
2025-08-25,9,Primaria 3°,EduMax,218,9,209
2025-08-25,9,Primaria 3°,SuperSchool,166,24,142
2025-08-25,9,Primaria 3°,SuperSchool,216,7,209
2025-08-25,9,Primaria 3°,SuperSchool,200,8,192
2025-08-25,9,Primaria 3°,TopKids,134,1,133
2025-08-25,9,Primaria 3°,TopKids,218,23,195
2025-08-25,9,Primaria 3°,EduMax,94,5,89
2025-08-25,9,Primaria 3°,SuperSchool,272,19,253
2025-08-25,9,Primaria 3°,EduMax,114,22,92
2025-08-25,9,Primaria 4°,EduMax,259,8,251
2025-08-25,9,Primaria 4°,EduMax,217,15,202
2025-08-25,9,Primaria 4°,TopKids,59,24,35
2025-08-25,9,Primaria 4°,TopKids,208,12,196
2025-08-25,9,Primaria 4°,EduMax,197,3,194
2025-08-25,9,Primaria 4°,TopKids,58,8,50
2025-08-25,9,Primaria 4°,EduMax,94,18,76
2025-08-25,9,Primaria 4°,SuperSchool,286,15,271
2025-08-25,9,Primaria 4°,SuperSchool,79,16,63
2025-08-25,9,Primaria 4°,TopKids,140,19,121
2025-08-25,9,Primaria 4°,EduMax,93,14,79
2025-08-25,9,Primaria 4°,EduMax,166,24,142
2025-08-25,9,Primaria 5°,TopKids,56,6,50
2025-08-25,9,Primaria 5°,EduMax,210,21,189
2025-08-25,9,Primaria 5°,EduMax,297,6,291
2025-08-25,9,Primaria 5°,SuperSchool,80,5,75
2025-08-25,9,Primaria 5°,SuperSchool,188,5,183
2025-08-25,9,Primaria 5°,TopKids,105,9,96
2025-08-25,9,Primaria 5°,EduMax,103,2,101
2025-08-25,9,Primaria 5°,EduMax,51,22,29
2025-08-25,9,Primaria 5°,EduMax,154,16,138
2025-08-25,9,Primaria 5°,EduMax,234,15,219
2025-08-25,9,Primaria 5°,EduMax,293,4,289
2025-08-25,9,Primaria 5°,TopKids,294,24,270
2025-08-25,9,Primaria 5°,EduMax,140,5,135
2025-08-25,9,Primaria 6°,EduMax,64,11,53
2025-08-25,9,Primaria 6°,TopKids,297,17,280
2025-08-25,9,Primaria 6°,TopKids,264,3,261
2025-08-25,9,Primaria 6°,EduMax,224,24,200
2025-08-25,9,Primaria 6°,TopKids,109,13,96
2025-08-25,9,Primaria 6°,TopKids,189,17,172
2025-08-25,9,Primaria 6°,SuperSchool,206,6,200
2025-08-25,9,Primaria 6°,TopKids,177,23,154
2025-08-25,9,Primaria 6°,TopKids,286,21,265
2025-08-25,9,Primaria 6°,SuperSchool,199,4,195
2025-08-25,9,Primaria 6°,SuperSchool,275,3,272
2025-08-25,9,Primaria 6°,SuperSchool,169,18,151
2025-08-25,9,Primaria 6°,SuperSchool,159,2,157
2025-08-25,9,Primaria 6°,TopKids,185,16,169
2025-08-25,9,Primaria 6°,TopKids,265,20,245
2025-08-25,9,Primaria 6°,TopKids,86,4,82
2025-08-25,9,Primaria 6°,TopKids,61,19,42
2025-08-25,9,Primaria 6°,TopKids,234,13,221
2025-08-25,10,Preescolar,TopKids,275,7,268
2025-08-25,10,Preescolar,TopKids,77,5,72
2025-08-25,10,Preescolar,SuperSchool,124,18,106
2025-08-25,10,Preescolar,EduMax,216,10,206
2025-08-25,10,Preescolar,TopKids,229,14,215
2025-08-25,10,Preescolar,TopKids,115,13,102
2025-08-25,10,Preescolar,SuperSchool,218,17,201
2025-08-25,10,Preescolar,TopKids,105,22,83
2025-08-25,10,Preescolar,TopKids,238,23,215
2025-08-25,10,Kínder,SuperSchool,263,22,241
2025-08-25,10,Kínder,SuperSchool,257,10,247
2025-08-25,10,Kínder,SuperSchool,261,12,249
2025-08-25,10,Kínder,SuperSchool,182,20,162
2025-08-25,10,Kínder,SuperSchool,155,6,149
2025-08-25,10,Kínder,SuperSchool,229,6,223
2025-08-25,10,Kínder,SuperSchool,164,2,162
2025-08-25,10,Kínder,SuperSchool,231,20,211
2025-08-25,10,Kínder,TopKids,288,13,275
2025-08-25,10,Kínder,EduMax,212,14,198
2025-08-25,10,Kínder,SuperSchool,256,23,233
2025-08-25,10,Kínder,EduMax,121,11,110
2025-08-25,10,Kínder,SuperSchool,246,15,231
2025-08-25,10,Kínder,TopKids,299,7,292
2025-08-25,10,Kínder,SuperSchool,113,18,95
2025-08-25,10,Kínder,SuperSchool,188,21,167
2025-08-25,10,Primaria 1°,SuperSchool,123,15,108
2025-08-25,10,Primaria 1°,SuperSchool,130,3,127
2025-08-25,10,Primaria 1°,SuperSchool,92,18,74
2025-08-25,10,Primaria 1°,EduMax,102,9,93
2025-08-25,10,Primaria 1°,TopKids,156,8,148
2025-08-25,10,Primaria 1°,EduMax,86,9,77
2025-08-25,10,Primaria 1°,SuperSchool,98,10,88
2025-08-25,10,Primaria 1°,EduMax,202,10,192
2025-08-25,10,Primaria 1°,SuperSchool,213,2,211
2025-08-25,10,Primaria 1°,TopKids,251,17,234
2025-08-25,10,Primaria 2°,SuperSchool,196,19,177
2025-08-25,10,Primaria 2°,EduMax,103,19,84
2025-08-25,10,Primaria 2°,TopKids,288,18,270
2025-08-25,10,Primaria 2°,SuperSchool,251,24,227
2025-08-25,10,Primaria 2°,SuperSchool,95,19,76
2025-08-25,10,Primaria 2°,TopKids,99,11,88
2025-08-25,10,Primaria 2°,TopKids,189,8,181
2025-08-25,10,Primaria 3°,EduMax,264,18,246
2025-08-25,10,Primaria 3°,SuperSchool,103,4,99
2025-08-25,10,Primaria 3°,SuperSchool,222,5,217
2025-08-25,10,Primaria 3°,TopKids,58,20,38
2025-08-25,10,Primaria 3°,EduMax,163,20,143
2025-08-25,10,Primaria 3°,TopKids,132,21,111
2025-08-25,10,Primaria 3°,SuperSchool,182,24,158
2025-08-25,10,Primaria 3°,TopKids,256,12,244
2025-08-25,10,Primaria 3°,SuperSchool,141,1,140
2025-08-25,10,Primaria 3°,EduMax,67,18,49
2025-08-25,10,Primaria 3°,EduMax,82,17,65
2025-08-25,10,Primaria 3°,EduMax,192,12,180
2025-08-25,10,Primaria 3°,SuperSchool,229,2,227
2025-08-25,10,Primaria 4°,TopKids,68,8,60
2025-08-25,10,Primaria 4°,EduMax,202,1,201
2025-08-25,10,Primaria 4°,SuperSchool,141,20,121
2025-08-25,10,Primaria 4°,TopKids,175,9,166
2025-08-25,10,Primaria 4°,EduMax,180,5,175
2025-08-25,10,Primaria 4°,EduMax,176,21,155
2025-08-25,10,Primaria 4°,SuperSchool,131,6,125
2025-08-25,10,Primaria 4°,SuperSchool,170,7,163
2025-08-25,10,Primaria 5°,TopKids,270,10,260
2025-08-25,10,Primaria 5°,EduMax,118,11,107
2025-08-25,10,Primaria 5°,SuperSchool,111,21,90
2025-08-25,10,Primaria 5°,SuperSchool,76,20,56
2025-08-25,10,Primaria 5°,EduMax,191,9,182
2025-08-25,10,Primaria 5°,EduMax,123,10,113
2025-08-25,10,Primaria 5°,EduMax,228,11,217
2025-08-25,10,Primaria 5°,TopKids,212,19,193
2025-08-25,10,Primaria 5°,EduMax,114,12,102
2025-08-25,10,Primaria 5°,SuperSchool,96,14,82
2025-08-25,10,Primaria 5°,TopKids,229,13,216
2025-08-25,10,Primaria 5°,EduMax,209,16,193
2025-08-25,10,Primaria 6°,EduMax,173,17,156
2025-08-25,10,Primaria 6°,SuperSchool,217,4,213
2025-08-25,10,Primaria 6°,TopKids,192,1,191
2025-08-25,10,Primaria 6°,TopKids,106,10,96
2025-08-25,10,Primaria 6°,TopKids,146,17,129
2025-08-25,10,Primaria 6°,SuperSchool,160,24,136
2025-08-25,10,Primaria 6°,TopKids,127,3,124
2025-08-25,10,Primaria 6°,TopKids,157,19,138
2025-08-25,10,Primaria 6°,EduMax,143,14,129
2025-08-25,10,Primaria 6°,TopKids,154,3,151
2025-08-25,11,Preescolar,TopKids,125,20,105
2025-08-25,11,Preescolar,SuperSchool,278,8,270
2025-08-25,11,Preescolar,TopKids,267,4,263
2025-08-25,11,Preescolar,TopKids,292,15,277
2025-08-25,11,Preescolar,EduMax,127,16,111
2025-08-25,11,Preescolar,EduMax,73,14,59
2025-08-25,11,Preescolar,TopKids,83,19,64
2025-08-25,11,Preescolar,TopKids,117,11,106
2025-08-25,11,Preescolar,SuperSchool,99,18,81
2025-08-25,11,Preescolar,TopKids,93,1,92
2025-08-25,11,Preescolar,EduMax,52,17,35
2025-08-25,11,Preescolar,TopKids,114,3,111
2025-08-25,11,Preescolar,EduMax,88,23,65
2025-08-25,11,Preescolar,SuperSchool,113,8,105
2025-08-25,11,Kínder,EduMax,124,1,123
2025-08-25,11,Kínder,EduMax,147,8,139
2025-08-25,11,Kínder,SuperSchool,213,17,196
2025-08-25,11,Kínder,TopKids,283,5,278
2025-08-25,11,Kínder,EduMax,236,12,224
2025-08-25,11,Kínder,SuperSchool,197,6,191
2025-08-25,11,Kínder,SuperSchool,276,7,269
2025-08-25,11,Kínder,TopKids,233,12,221
2025-08-25,11,Kínder,SuperSchool,242,4,238
2025-08-25,11,Kínder,EduMax,211,17,194
2025-08-25,11,Kínder,SuperSchool,81,2,79
2025-08-25,11,Kínder,SuperSchool,284,19,265
2025-08-25,11,Kínder,TopKids,297,13,284
2025-08-25,11,Kínder,EduMax,203,21,182
2025-08-25,11,Kínder,EduMax,270,19,251
2025-08-25,11,Kínder,TopKids,141,12,129
2025-08-25,11,Kínder,SuperSchool,188,23,165
2025-08-25,11,Primaria 1°,SuperSchool,215,23,192
2025-08-25,11,Primaria 1°,EduMax,219,2,217
2025-08-25,11,Primaria 1°,SuperSchool,106,3,103
2025-08-25,11,Primaria 1°,EduMax,97,6,91
2025-08-25,11,Primaria 1°,SuperSchool,85,15,70
2025-08-25,11,Primaria 2°,SuperSchool,154,12,142
2025-08-25,11,Primaria 2°,SuperSchool,104,11,93
2025-08-25,11,Primaria 2°,SuperSchool,274,19,255
2025-08-25,11,Primaria 2°,SuperSchool,85,5,80
2025-08-25,11,Primaria 2°,TopKids,74,17,57
2025-08-25,11,Primaria 2°,SuperSchool,68,3,65
2025-08-25,11,Primaria 2°,TopKids,211,22,189
2025-08-25,11,Primaria 2°,EduMax,55,19,36
2025-08-25,11,Primaria 2°,SuperSchool,248,2,246
2025-08-25,11,Primaria 2°,TopKids,146,9,137
2025-08-25,11,Primaria 3°,SuperSchool,219,6,213
2025-08-25,11,Primaria 3°,EduMax,276,20,256
2025-08-25,11,Primaria 3°,TopKids,70,22,48
2025-08-25,11,Primaria 3°,EduMax,197,6,191
2025-08-25,11,Primaria 3°,TopKids,59,12,47
2025-08-25,11,Primaria 3°,SuperSchool,199,16,183
2025-08-25,11,Primaria 3°,SuperSchool,187,12,175
2025-08-25,11,Primaria 3°,TopKids,89,23,66
2025-08-25,11,Primaria 3°,EduMax,123,18,105
2025-08-25,11,Primaria 4°,TopKids,143,4,139
2025-08-25,11,Primaria 4°,SuperSchool,92,19,73
2025-08-25,11,Primaria 4°,SuperSchool,271,8,263
2025-08-25,11,Primaria 4°,EduMax,243,24,219
2025-08-25,11,Primaria 4°,EduMax,90,10,80
2025-08-25,11,Primaria 4°,SuperSchool,206,1,205
2025-08-25,11,Primaria 4°,EduMax,211,4,207
2025-08-25,11,Primaria 4°,TopKids,178,4,174
2025-08-25,11,Primaria 4°,TopKids,62,18,44
2025-08-25,11,Primaria 4°,EduMax,54,1,53
2025-08-25,11,Primaria 4°,EduMax,129,24,105
2025-08-25,11,Primaria 4°,EduMax,209,18,191
2025-08-25,11,Primaria 4°,TopKids,84,3,81
2025-08-25,11,Primaria 4°,TopKids,254,9,245
2025-08-25,11,Primaria 5°,SuperSchool,160,10,150
2025-08-25,11,Primaria 5°,TopKids,178,22,156
2025-08-25,11,Primaria 5°,SuperSchool,187,7,180
2025-08-25,11,Primaria 5°,TopKids,180,7,173
2025-08-25,11,Primaria 5°,SuperSchool,281,3,278
2025-08-25,11,Primaria 5°,EduMax,246,13,233
2025-08-25,11,Primaria 5°,SuperSchool,271,8,263
2025-08-25,11,Primaria 6°,EduMax,111,7,104
2025-08-25,11,Primaria 6°,TopKids,59,10,49
2025-08-25,11,Primaria 6°,TopKids,60,12,48
2025-08-25,11,Primaria 6°,EduMax,126,8,118
2025-08-25,11,Primaria 6°,SuperSchool,105,14,91
2025-08-25,11,Primaria 6°,SuperSchool,292,16,276
2025-08-25,12,Preescolar,EduMax,142,9,133
2025-08-25,12,Preescolar,SuperSchool,137,3,134
2025-08-25,12,Preescolar,TopKids,88,18,70
2025-08-25,12,Preescolar,SuperSchool,296,23,273
2025-08-25,12,Preescolar,SuperSchool,163,16,147
2025-08-25,12,Preescolar,SuperSchool,187,9,178
2025-08-25,12,Preescolar,TopKids,148,24,124
2025-08-25,12,Preescolar,SuperSchool,115,19,96
2025-08-25,12,Preescolar,EduMax,207,8,199
2025-08-25,12,Preescolar,EduMax,89,5,84
2025-08-25,12,Preescolar,EduMax,239,10,229
2025-08-25,12,Preescolar,TopKids,173,4,169
2025-08-25,12,Preescolar,TopKids,73,9,64
2025-08-25,12,Kínder,SuperSchool,97,15,82
2025-08-25,12,Kínder,SuperSchool,162,21,141
2025-08-25,12,Kínder,TopKids,57,14,43
2025-08-25,12,Kínder,TopKids,67,12,55
2025-08-25,12,Kínder,TopKids,287,20,267
2025-08-25,12,Kínder,TopKids,246,1,245
2025-08-25,12,Kínder,SuperSchool,95,2,93
2025-08-25,12,Kínder,SuperSchool,199,1,198
2025-08-25,12,Kínder,TopKids,295,22,273
2025-08-25,12,Kínder,TopKids,155,12,143
2025-08-25,12,Kínder,EduMax,239,19,220
2025-08-25,12,Kínder,SuperSchool,62,7,55
2025-08-25,12,Kínder,TopKids,116,5,111
2025-08-25,12,Kínder,TopKids,130,12,118
2025-08-25,12,Kínder,TopKids,95,4,91
2025-08-25,12,Kínder,SuperSchool,220,6,214
2025-08-25,12,Kínder,SuperSchool,69,15,54
2025-08-25,12,Kínder,EduMax,241,17,224
2025-08-25,12,Kínder,TopKids,219,5,214
2025-08-25,12,Primaria 1°,SuperSchool,271,15,256
2025-08-25,12,Primaria 1°,TopKids,85,8,77
2025-08-25,12,Primaria 1°,EduMax,237,17,220
2025-08-25,12,Primaria 1°,EduMax,215,16,199
2025-08-25,12,Primaria 1°,EduMax,54,14,40
2025-08-25,12,Primaria 1°,EduMax,290,6,284
2025-08-25,12,Primaria 1°,TopKids,51,1,50
2025-08-25,12,Primaria 1°,TopKids,246,8,238
2025-08-25,12,Primaria 1°,TopKids,118,5,113
2025-08-25,12,Primaria 1°,EduMax,240,18,222
2025-08-25,12,Primaria 1°,TopKids,66,3,63
2025-08-25,12,Primaria 1°,EduMax,53,19,34
2025-08-25,12,Primaria 1°,TopKids,144,9,135
2025-08-25,12,Primaria 1°,TopKids,182,4,178
2025-08-25,12,Primaria 1°,EduMax,218,16,202
2025-08-25,12,Primaria 1°,EduMax,79,17,62
2025-08-25,12,Primaria 2°,SuperSchool,99,15,84
2025-08-25,12,Primaria 2°,SuperSchool,215,6,209
2025-08-25,12,Primaria 2°,TopKids,298,20,278
2025-08-25,12,Primaria 2°,TopKids,264,12,252
2025-08-25,12,Primaria 2°,TopKids,280,22,258
2025-08-25,12,Primaria 2°,EduMax,199,15,184
2025-08-25,12,Primaria 2°,EduMax,186,15,171
2025-08-25,12,Primaria 2°,TopKids,150,3,147
2025-08-25,12,Primaria 2°,TopKids,109,2,107
2025-08-25,12,Primaria 2°,EduMax,149,3,146
2025-08-25,12,Primaria 2°,SuperSchool,271,23,248
2025-08-25,12,Primaria 2°,EduMax,177,12,165
2025-08-25,12,Primaria 2°,SuperSchool,68,12,56
2025-08-25,12,Primaria 2°,EduMax,200,1,199
2025-08-25,12,Primaria 2°,EduMax,234,23,211
2025-08-25,12,Primaria 2°,EduMax,175,4,171
2025-08-25,12,Primaria 2°,SuperSchool,272,11,261
2025-08-25,12,Primaria 2°,EduMax,220,11,209
2025-08-25,12,Primaria 2°,EduMax,279,15,264
2025-08-25,12,Primaria 3°,SuperSchool,264,22,242
2025-08-25,12,Primaria 3°,TopKids,172,5,167
2025-08-25,12,Primaria 3°,SuperSchool,145,24,121
2025-08-25,12,Primaria 3°,TopKids,230,12,218
2025-08-25,12,Primaria 3°,EduMax,84,9,75
2025-08-25,12,Primaria 3°,TopKids,116,2,114
2025-08-25,12,Primaria 4°,EduMax,130,8,122
2025-08-25,12,Primaria 4°,SuperSchool,234,8,226
2025-08-25,12,Primaria 4°,EduMax,128,18,110
2025-08-25,12,Primaria 4°,SuperSchool,266,8,258
2025-08-25,12,Primaria 4°,SuperSchool,293,18,275
2025-08-25,12,Primaria 4°,SuperSchool,159,15,144
2025-08-25,12,Primaria 4°,EduMax,146,7,139
2025-08-25,12,Primaria 4°,SuperSchool,96,6,90
2025-08-25,12,Primaria 4°,SuperSchool,93,3,90
2025-08-25,12,Primaria 4°,EduMax,133,14,119
2025-08-25,12,Primaria 5°,EduMax,53,15,38
2025-08-25,12,Primaria 5°,SuperSchool,214,24,190
2025-08-25,12,Primaria 5°,EduMax,155,9,146
2025-08-25,12,Primaria 5°,EduMax,218,8,210
2025-08-25,12,Primaria 5°,TopKids,207,22,185
2025-08-25,12,Primaria 5°,SuperSchool,202,20,182
2025-08-25,12,Primaria 5°,TopKids,79,5,74
2025-08-25,12,Primaria 5°,TopKids,181,23,158
2025-08-25,12,Primaria 5°,TopKids,256,19,237
2025-08-25,12,Primaria 5°,TopKids,129,23,106
2025-08-25,12,Primaria 5°,EduMax,150,1,149
2025-08-25,12,Primaria 5°,TopKids,150,3,147
2025-08-25,12,Primaria 5°,TopKids,143,17,126
2025-08-25,12,Primaria 5°,TopKids,162,13,149
2025-08-25,12,Primaria 5°,EduMax,135,14,121
2025-08-25,12,Primaria 5°,TopKids,285,11,274
2025-08-25,12,Primaria 6°,TopKids,212,12,200
2025-08-25,12,Primaria 6°,SuperSchool,275,14,261
2025-08-25,12,Primaria 6°,SuperSchool,116,12,104
2025-08-25,12,Primaria 6°,SuperSchool,198,7,191
2025-08-25,12,Primaria 6°,SuperSchool,276,11,265
2025-08-25,13,Preescolar,EduMax,296,10,286
2025-08-25,13,Preescolar,TopKids,85,22,63
2025-08-25,13,Preescolar,SuperSchool,252,9,243
2025-08-25,13,Preescolar,SuperSchool,141,17,124
2025-08-25,13,Preescolar,TopKids,190,21,169
2025-08-25,13,Preescolar,TopKids,82,8,74
2025-08-25,13,Preescolar,TopKids,81,5,76
2025-08-25,13,Preescolar,EduMax,225,4,221
2025-08-25,13,Preescolar,SuperSchool,111,19,92
2025-08-25,13,Preescolar,EduMax,264,2,262
2025-08-25,13,Preescolar,SuperSchool,65,22,43
2025-08-25,13,Preescolar,TopKids,57,19,38
2025-08-25,13,Preescolar,TopKids,164,17,147
2025-08-25,13,Preescolar,SuperSchool,262,21,241
2025-08-25,13,Preescolar,TopKids,130,1,129
2025-08-25,13,Preescolar,TopKids,85,23,62
2025-08-25,13,Preescolar,TopKids,288,12,276
2025-08-25,13,Kínder,SuperSchool,93,16,77
2025-08-25,13,Kínder,EduMax,62,11,51
2025-08-25,13,Kínder,TopKids,270,16,254
2025-08-25,13,Kínder,EduMax,140,11,129
2025-08-25,13,Kínder,TopKids,214,3,211
2025-08-25,13,Kínder,EduMax,275,1,274
2025-08-25,13,Kínder,TopKids,115,20,95
2025-08-25,13,Kínder,EduMax,221,21,200
2025-08-25,13,Kínder,EduMax,181,8,173
2025-08-25,13,Kínder,TopKids,95,20,75
2025-08-25,13,Kínder,EduMax,145,13,132
2025-08-25,13,Kínder,SuperSchool,118,12,106
2025-08-25,13,Kínder,EduMax,230,19,211
2025-08-25,13,Primaria 1°,SuperSchool,188,5,183
2025-08-25,13,Primaria 1°,SuperSchool,283,18,265
2025-08-25,13,Primaria 1°,SuperSchool,256,20,236
2025-08-25,13,Primaria 1°,SuperSchool,281,5,276
2025-08-25,13,Primaria 1°,SuperSchool,259,19,240
2025-08-25,13,Primaria 1°,TopKids,81,10,71
2025-08-25,13,Primaria 1°,EduMax,282,1,281
2025-08-25,13,Primaria 1°,EduMax,266,20,246
2025-08-25,13,Primaria 1°,EduMax,212,13,199
2025-08-25,13,Primaria 1°,EduMax,247,18,229
2025-08-25,13,Primaria 1°,TopKids,278,17,261
2025-08-25,13,Primaria 1°,SuperSchool,298,3,295
2025-08-25,13,Primaria 1°,SuperSchool,272,3,269
2025-08-25,13,Primaria 1°,TopKids,94,15,79
2025-08-25,13,Primaria 1°,SuperSchool,192,5,187
2025-08-25,13,Primaria 1°,EduMax,223,11,212
2025-08-25,13,Primaria 1°,EduMax,88,3,85
2025-08-25,13,Primaria 2°,EduMax,252,6,246
2025-08-25,13,Primaria 2°,SuperSchool,101,22,79
2025-08-25,13,Primaria 2°,SuperSchool,93,19,74
2025-08-25,13,Primaria 2°,TopKids,262,5,257
2025-08-25,13,Primaria 2°,SuperSchool,176,20,156
2025-08-25,13,Primaria 2°,SuperSchool,269,9,260
2025-08-25,13,Primaria 2°,SuperSchool,96,3,93
2025-08-25,13,Primaria 2°,TopKids,56,24,32
2025-08-25,13,Primaria 2°,EduMax,95,9,86
2025-08-25,13,Primaria 2°,EduMax,72,3,69
2025-08-25,13,Primaria 2°,TopKids,238,9,229
2025-08-25,13,Primaria 3°,SuperSchool,245,17,228
2025-08-25,13,Primaria 3°,SuperSchool,247,16,231
2025-08-25,13,Primaria 3°,TopKids,131,13,118
2025-08-25,13,Primaria 3°,TopKids,148,6,142
2025-08-25,13,Primaria 3°,TopKids,238,12,226
2025-08-25,13,Primaria 3°,SuperSchool,79,22,57
2025-08-25,13,Primaria 3°,SuperSchool,187,7,180
2025-08-25,13,Primaria 3°,EduMax,76,7,69
2025-08-25,13,Primaria 3°,TopKids,124,21,103
2025-08-25,13,Primaria 3°,SuperSchool,54,7,47
2025-08-25,13,Primaria 3°,EduMax,277,2,275
2025-08-25,13,Primaria 3°,TopKids,243,16,227
2025-08-25,13,Primaria 3°,TopKids,283,23,260
2025-08-25,13,Primaria 3°,EduMax,151,24,127
2025-08-25,13,Primaria 3°,SuperSchool,239,6,233
2025-08-25,13,Primaria 3°,TopKids,51,14,37
2025-08-25,13,Primaria 3°,EduMax,151,19,132
2025-08-25,13,Primaria 4°,EduMax,255,13,242
2025-08-25,13,Primaria 4°,TopKids,86,13,73
2025-08-25,13,Primaria 4°,EduMax,177,22,155
2025-08-25,13,Primaria 4°,TopKids,77,19,58
2025-08-25,13,Primaria 4°,TopKids,236,16,220
2025-08-25,13,Primaria 4°,SuperSchool,93,17,76
2025-08-25,13,Primaria 4°,EduMax,187,15,172
2025-08-25,13,Primaria 4°,TopKids,133,17,116
2025-08-25,13,Primaria 4°,TopKids,292,13,279
2025-08-25,13,Primaria 4°,TopKids,286,16,270
2025-08-25,13,Primaria 4°,EduMax,230,3,227
2025-08-25,13,Primaria 4°,TopKids,88,3,85
2025-08-25,13,Primaria 4°,SuperSchool,281,18,263
2025-08-25,13,Primaria 4°,SuperSchool,95,20,75
2025-08-25,13,Primaria 4°,SuperSchool,54,3,51
2025-08-25,13,Primaria 5°,TopKids,124,17,107
2025-08-25,13,Primaria 5°,SuperSchool,249,20,229
2025-08-25,13,Primaria 5°,EduMax,117,16,101
2025-08-25,13,Primaria 5°,SuperSchool,235,9,226
2025-08-25,13,Primaria 5°,SuperSchool,118,3,115
2025-08-25,13,Primaria 5°,EduMax,192,6,186
2025-08-25,13,Primaria 5°,TopKids,173,10,163
2025-08-25,13,Primaria 5°,EduMax,240,12,228
2025-08-25,13,Primaria 5°,SuperSchool,168,19,149
2025-08-25,13,Primaria 5°,SuperSchool,168,13,155
2025-08-25,13,Primaria 5°,SuperSchool,51,20,31
2025-08-25,13,Primaria 5°,TopKids,144,9,135
2025-08-25,13,Primaria 5°,TopKids,70,8,62
2025-08-25,13,Primaria 5°,TopKids,214,19,195
2025-08-25,13,Primaria 6°,SuperSchool,87,11,76
2025-08-25,13,Primaria 6°,TopKids,117,3,114
2025-08-25,13,Primaria 6°,SuperSchool,160,12,148
2025-08-25,13,Primaria 6°,TopKids,112,11,101
2025-08-25,13,Primaria 6°,TopKids,254,12,242
2025-08-25,13,Primaria 6°,EduMax,78,23,55
