VIN,OEM,model_year,time,speed,odometer,geopos
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 20:55:45.898836,89,20002,"53.0491305,-7.644750"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 05:06:14.744188,111,3934,"39.3011625,-99.448270"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 14:34:12.739078,64,13567,"-58.2548135,101.249234"
F654J5DV77JS98654,Ford,2023,2025-11-29 23:06:28.525481,50,22113,"62.859007,25.993719"
F654J5DV77JS46566,Ford,2024,2025-11-30 03:06:22.172910,91,19619,"-54.4434585,142.808182"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 23:33:57.924334,106,20006,"37.291040,20.267558"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 17:53:01.556340,72,11059,"45.8022555,-27.332647"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 05:52:03.413954,105,3930,"-88.5396315,-4.863327"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 10:30:51.646289,75,50008,"53.077055,-63.779319"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 07:14:43.560364,73,3933,"-18.2323005,48.900998"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 05:54:32.402940,74,20008,"-43.732600,-87.982682"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 09:05:04.949877,46,10001,"8.544022,-42.331766"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 11:48:58.543249,120,13564,"-25.2711225,-34.642322"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 06:20:58.957381,12,60001,"69.7136425,17.466596"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 02:28:28.904308,73,50009,"-33.4517955,101.221262"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 08:21:09.096676,62,40001,"34.607285,-76.470375"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 13:31:33.555684,11,10001,"11.705933,-179.785876"
F654J5DV77JS46566,Ford,2024,2025-11-30 02:55:07.621145,26,19616,"-1.919137,89.835083"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 08:22:14.521838,39,10004,"37.560614,144.731709"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 08:36:21.575384,103,60008,"42.6723275,-69.763344"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 15:51:14.499798,57,10004,"-26.3586215,-134.871131"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 15:42:02.166171,118,20005,"46.969255,-43.354702"
F654J5DV77JS98654,Ford,2023,2025-11-30 00:25:12.456979,114,22111,"-14.2103685,-119.458278"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 06:21:38.583128,99,13561,"-13.838279,86.291456"
F654J5DV77JS98654,Ford,2023,2025-11-29 21:56:44.993304,78,22110,"-84.4943815,24.486884"
F654J5DV77JS46566,Ford,2024,2025-11-29 21:18:15.657167,38,19622,"9.7771785,-122.868066"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 22:46:04.340106,88,50005,"-30.1006135,-128.601792"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 12:27:02.461630,8,10008,"-38.084670,-139.416712"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 17:58:05.122056,111,20006,"-71.328234,-23.284043"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 07:41:12.991589,77,3935,"32.2680295,-137.278708"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 04:46:35.155672,97,4000,"-34.940429,-55.251630"
F654J5DV77JS46566,Ford,2024,2025-11-29 22:25:45.822605,105,19617,"40.645606,-73.433100"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 06:08:15.070056,90,20001,"56.374177,113.525716"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 17:31:22.007411,106,3935,"-20.5257205,49.198618"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 07:34:55.477845,118,3929,"77.9977065,-102.694509"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 06:41:02.096886,30,13565,"-42.6284055,107.255231"
F654J5DV77JS98654,Ford,2023,2025-11-30 18:46:39.090650,12,22114,"6.179192,-144.324601"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 22:18:06.964139,111,13565,"-63.5353625,-63.158305"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 19:58:23.274867,36,60003,"79.021448,2.525962"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 19:47:18.652908,70,10007,"-78.231836,-97.080543"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 04:57:21.768631,115,10006,"25.8695485,-96.990760"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 09:08:03.213500,43,13563,"60.5564905,142.749793"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 04:11:51.335401,43,60002,"64.8562675,65.905291"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 06:24:30.016907,37,13566,"56.315023,-83.397349"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 06:56:47.389151,12,50001,"-59.056364,-60.699611"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 07:38:40.041749,19,40006,"-6.488083,44.927444"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 08:18:57.148606,18,40003,"-72.9473035,130.863822"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 07:12:08.609500,8,60002,"-36.525815,178.039539"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 17:03:52.997583,86,40003,"86.220665,-111.744118"
F654J5DV77JS46566,Ford,2024,2025-11-29 20:50:13.673108,117,19624,"-83.9747505,-84.663633"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 01:46:09.776298,14,40008,"38.432968,18.132782"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 03:11:48.523685,65,11056,"85.8889835,11.079923"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 13:45:47.677960,31,3927,"-66.361800,-57.357354"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 14:44:46.695969,107,50007,"28.4269715,-122.445343"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 13:46:28.899386,98,4004,"72.6282195,-153.142904"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 15:30:33.964973,93,11052,"-54.7354985,-10.719563"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 15:00:19.270073,47,11053,"-79.045781,-104.917371"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 12:34:01.043224,103,50009,"-50.327824,-7.557747"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 09:03:07.119423,64,20007,"1.9194855,-179.295391"
F654J5DV77JS98654,Ford,2023,2025-11-30 04:09:43.348050,95,22112,"76.558979,108.549479"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 11:26:22.630774,42,3933,"-18.756524,-60.654330"
F654J5DV77JS46566,Ford,2024,2025-11-30 00:15:54.005789,9,19625,"66.3172235,50.586899"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 04:19:14.049384,83,60009,"-40.5605085,132.929620"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 07:57:58.269903,6,11057,"4.458119,92.739448"
F654J5DV77JS46566,Ford,2024,2025-11-30 15:30:35.790503,6,19618,"38.8971875,70.349294"
LZB12345678901234,FAW,2023,2025-11-30 13:59:04.790954,16,8008,"-62.666449,-56.480073"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 12:42:58.433787,100,3927,"29.1568575,-2.657065"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 20:10:00.445957,103,11051,"89.281374,129.110362"
LZB12345678901234,FAW,2023,2025-11-30 08:54:54.549332,62,8003,"74.476152,-76.202958"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 17:40:41.870355,67,3932,"7.695657,-108.746916"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 14:27:14.569647,15,4007,"19.765940,59.817945"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 20:20:14.258491,53,3999,"-65.4555815,79.917900"
F654J5DV77JS98654,Ford,2023,2025-11-30 06:25:56.720144,12,22114,"-58.4068235,134.486311"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 02:38:36.510197,87,20008,"18.8970855,-133.703687"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 00:59:19.519073,117,20004,"55.7412665,69.154376"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 10:55:20.869878,58,13562,"11.4666085,-114.843480"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 06:50:21.936962,68,4002,"-33.2653015,-140.920244"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 01:10:08.677152,113,10005,"82.103668,29.063112"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 15:51:05.008137,0,50004,"-64.915765,-131.543987"
F654J5DV77JS46566,Ford,2024,2025-11-30 09:39:47.002394,110,19620,"74.3355625,4.531776"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 05:30:10.678519,59,10005,"1.5425335,69.945363"
LZB12345678901234,FAW,2023,2025-11-30 17:42:22.174488,3,8006,"-54.2498635,-89.822583"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 13:14:22.661612,70,20008,"38.118973,137.075952"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 20:09:50.626282,24,60005,"89.8369735,16.400411"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 08:54:40.412523,89,50009,"82.722950,-34.614197"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 20:27:30.640727,10,20006,"66.3050605,-112.897242"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 19:48:29.478448,93,50008,"6.5611925,-167.517298"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 01:31:30.879272,45,50003,"0.3832285,159.305695"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 08:25:32.605139,36,3932,"38.992718,-20.312318"
LZB12345678901234,FAW,2023,2025-11-30 02:02:14.239340,82,8008,"-65.5611535,34.863044"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 15:07:07.338758,37,40003,"38.5852235,-137.631108"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 10:29:48.982887,19,10003,"-0.0411705,108.882981"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 17:07:02.996876,77,10005,"-67.3260755,102.996352"
LZB12345678901234,FAW,2023,2025-11-30 00:47:48.422528,107,8002,"72.4838335,-38.062305"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 08:46:10.510978,8,50004,"47.1434145,-67.028620"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 12:11:02.495962,80,11060,"18.195623,-129.694838"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 18:25:58.315621,98,20007,"-70.2063935,-58.593750"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 00:52:09.602815,66,3935,"-11.0771695,-5.944777"
LZB12345678901234,FAW,2023,2025-11-30 08:13:13.045918,61,8009,"-70.6909235,-133.018409"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 13:23:15.077657,13,13566,"-24.502847,39.737031"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 19:09:58.295785,9,10000,"-86.016855,-70.537234"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 00:41:41.471256,62,60005,"85.8154105,-77.638317"
F654J5DV77JS46566,Ford,2024,2025-11-29 21:25:16.090874,105,19621,"-71.541836,80.106423"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 08:40:49.702980,96,20003,"10.101429,-62.193748"
F654J5DV77JS98654,Ford,2023,2025-11-30 05:49:39.905876,77,22107,"45.213257,-137.946648"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 12:39:27.925211,24,60001,"-64.5486135,70.955166"
F654J5DV77JS46566,Ford,2024,2025-11-30 07:18:39.991929,97,19616,"-82.7662875,-69.045068"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 07:51:25.061531,92,10001,"70.2332705,-172.954315"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 18:47:29.725875,93,60009,"-15.106207,134.695364"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 21:37:04.162112,48,40008,"-71.7521075,-7.166245"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 13:13:08.600909,80,10001,"37.092642,-136.960451"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 10:13:08.890523,1,13564,"80.119044,4.454568"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 13:01:21.764904,106,40009,"-10.039511,-178.607126"
F654J5DV77JS46566,Ford,2024,2025-11-30 14:09:09.723931,115,19624,"-76.984922,-126.269606"
F654J5DV77JS98654,Ford,2023,2025-11-30 06:30:30.375105,109,22107,"84.9222365,54.645264"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 13:55:05.979490,27,13561,"21.654419,-77.745424"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 14:48:58.842163,17,50001,"-46.554461,164.477390"
6FDUF4GY1JSC12345,Scania,2016,2025-11-29 20:23:50.864486,42,50010,"-22.8740445,-68.569284"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 21:13:40.645738,47,4003,"25.0174325,-42.687281"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 07:56:19.889319,7,11056,"-13.139945,79.737462"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 02:45:31.129741,44,60001,"14.6788715,-107.043850"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 12:08:40.923484,85,60003,"81.8754005,111.097100"
LZB12345678901234,FAW,2023,2025-11-29 23:16:14.429085,8,8005,"-70.653394,50.978535"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 01:30:14.587828,16,11050,"-24.861094,-103.764353"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 16:29:49.184294,113,13567,"81.0184445,-171.392042"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 15:20:33.216261,103,60001,"-24.023954,-129.143303"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 18:33:54.198891,27,40005,"-34.047414,-22.393927"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 07:41:50.222819,55,40007,"63.417790,-34.000553"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 22:29:41.422605,52,4003,"70.1324225,-165.757696"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-29 22:16:45.748481,76,10002,"77.9070725,-62.650439"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 00:22:58.160575,35,3926,"-7.495193,68.781450"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 04:31:39.832736,75,50002,"-79.1053105,-41.333786"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 19:56:34.950017,95,20004,"-87.242835,-47.319493"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 19:29:12.204066,7,3927,"-65.5289255,4.940478"
LZB12345678901234,FAW,2023,2025-11-30 18:30:37.238103,11,8010,"84.697247,-19.475237"
F654J5DV77JS46566,Ford,2024,2025-11-29 22:27:51.540647,38,19617,"89.8337265,115.570002"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 14:02:23.578731,109,50006,"1.729183,-178.606384"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 09:58:01.802286,22,60010,"20.281825,-104.724700"
LZB12345678901234,FAW,2023,2025-11-30 06:16:00.303349,112,8008,"-88.780485,121.718373"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 22:30:23.800861,64,11053,"-30.652195,-151.182149"
F654J5DV77JS46566,Ford,2024,2025-11-30 08:34:58.500364,101,19619,"34.2374445,50.914148"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 17:14:47.780365,110,40000,"-39.8240815,120.354429"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-29 22:13:16.999216,55,20009,"46.085905,-56.384350"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 07:12:47.241156,114,3999,"-73.8451385,98.811835"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 19:51:58.467920,16,20004,"48.311991,-62.194531"
F654J5DV77JS98654,Ford,2023,2025-11-30 04:53:18.731639,10,22110,"17.2918395,-114.728319"
1V2NC9JX5JC962225,Volvo,2022,2025-11-29 20:19:11.238406,116,11050,"19.850942,124.435287"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 23:13:20.761708,79,13563,"72.8438885,-98.776627"
F654J5DV77JS46566,Ford,2024,2025-11-30 20:02:51.991425,1,19620,"-45.4127345,107.121520"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 14:43:39.183501,26,60000,"56.5413505,47.215877"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 02:46:03.305171,38,13560,"67.1558045,136.971856"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 06:04:11.009154,19,20005,"72.4561985,41.408567"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 23:48:08.856183,82,4003,"-40.286563,-37.660182"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 01:33:48.272200,64,60003,"-5.3560955,179.136741"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 19:28:36.977511,66,3934,"-8.7749325,-148.620175"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 13:22:43.892317,37,40010,"-52.803927,-109.572355"
F654J5DV77JS98654,Ford,2023,2025-11-30 18:18:20.990687,105,22112,"47.441785,6.643876"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 01:48:28.964889,105,20007,"-9.216633,104.080515"
LZB12345678901234,FAW,2023,2025-11-30 01:30:53.142572,29,8007,"-21.6257955,6.826054"
F654J5DV77JS46566,Ford,2024,2025-11-30 04:59:09.093806,119,19625,"-27.913355,67.830960"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 15:50:00.912883,5,13561,"25.8997815,32.241058"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 06:42:53.272444,24,3931,"-86.443594,126.671536"
LZB12345678901234,FAW,2023,2025-11-29 22:43:28.958011,6,8006,"58.658008,28.925017"
F654J5DV77JS98654,Ford,2023,2025-11-30 12:25:50.149485,9,22113,"15.363006,51.010080"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 10:16:36.780229,4,3929,"35.134707,-43.199675"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 16:59:48.750733,65,3932,"-79.185894,24.057248"
F654J5DV77JS46566,Ford,2024,2025-11-29 21:31:03.746810,58,19617,"-41.6839705,-56.659519"
LZB12345678901234,FAW,2023,2025-11-30 18:10:33.312902,97,8009,"27.395497,-139.925155"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 07:10:18.548177,92,3929,"24.766182,152.302175"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 13:29:06.401921,7,50004,"-84.6778485,-32.057750"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 19:47:17.907205,47,4000,"25.7181815,-57.150747"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 18:21:26.942321,40,10007,"8.7751055,84.284418"
F654J5DV77JS98654,Ford,2023,2025-11-29 22:59:59.557589,60,22110,"-52.860904,-9.179287"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 04:15:12.838537,103,40001,"8.244254,31.648349"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 00:20:59.000260,72,60001,"79.8384235,152.591355"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-29 21:41:17.654636,19,40007,"47.502164,96.747878"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 14:01:26.888588,41,3926,"86.646638,167.250651"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 18:21:30.105047,24,50000,"-75.281930,-168.728740"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 11:08:54.047729,69,13561,"45.796184,-86.663579"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 08:54:25.016902,117,11051,"87.8466665,-71.491961"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 17:58:51.841155,91,11059,"-19.5807435,103.605106"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 03:55:27.818035,75,20007,"-27.184185,-92.005853"
F654J5DV77JS98654,Ford,2023,2025-11-29 21:02:46.390754,95,22109,"37.1503055,71.242173"
F654J5DV77JS46566,Ford,2024,2025-11-30 13:58:02.483956,98,19617,"-62.048995,66.310622"
F654J5DV77JS46566,Ford,2024,2025-11-30 01:02:37.024562,24,19621,"-86.348230,-86.158180"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 08:03:09.893320,54,13562,"61.681182,6.286416"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 13:35:32.514302,78,10000,"-27.666215,-33.064236"
LZB12345678901234,FAW,2023,2025-11-30 07:16:51.966058,74,8005,"-62.891639,-20.371423"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 12:30:57.292141,84,60005,"37.370162,-145.662280"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 19:09:47.156208,15,11055,"-58.314519,-28.277873"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 05:22:56.816887,98,3935,"2.2934835,113.665791"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 14:14:33.531617,60,3930,"-22.4954005,-129.924817"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 06:47:27.417055,47,10004,"-0.454647,68.129883"
F654J5DV77JS46566,Ford,2024,2025-11-30 17:01:56.429413,22,19622,"85.433890,108.232102"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 22:17:08.596865,8,4000,"82.7866515,42.289224"
F654J5DV77JS46566,Ford,2024,2025-11-30 06:42:26.330395,40,19617,"45.7151995,23.447065"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 15:07:36.869746,75,3928,"-32.5825025,-115.258385"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 06:43:48.598820,1,11051,"67.887175,19.710817"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 15:23:36.079414,53,50003,"-45.3168555,164.529200"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 13:39:40.060793,97,11059,"17.9278975,-12.112147"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 08:51:00.062642,46,13565,"81.7214565,29.630692"
1VWAP7A30JC123456,Volkswagen,2021,2025-11-30 07:08:13.010344,24,20003,"-35.565270,-135.023665"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 02:19:41.623482,75,3927,"6.9190155,-174.546205"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 14:48:42.217247,44,3925,"-41.2216695,71.200696"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 01:12:48.227770,57,50010,"58.0221365,120.965499"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 15:19:40.744940,38,50000,"-89.5325655,118.672463"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 09:10:55.065609,76,13563,"-3.383860,75.478543"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 02:20:45.879477,87,11052,"-79.5522395,-20.077146"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 22:13:18.167833,90,4009,"1.4279955,-101.381373"
LZB12345678901234,FAW,2023,2025-11-30 08:38:07.489647,12,8007,"50.7066405,86.533908"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 12:00:49.614902,0,10010,"69.343130,123.529200"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 00:35:01.392047,32,40007,"-63.728054,107.286238"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 09:23:02.679478,18,3929,"77.6315835,-175.081127"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 13:15:30.368944,68,4003,"20.3160005,-170.912037"
F654J5DV77JS98654,Ford,2023,2025-11-29 21:55:16.166189,3,22106,"-55.977777,-114.531765"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 20:12:52.706352,69,3929,"55.6654865,134.311586"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 08:49:11.685645,9,11058,"-6.1480085,121.761131"
WDBUF56X98B123456,Mercedes-Benz,2017,2025-11-30 10:49:07.108246,14,40002,"-69.7848315,96.284169"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 04:44:31.974030,12,3928,"23.345141,57.206887"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 13:59:20.369760,94,60005,"0.9372065,-140.673218"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 09:42:35.831095,27,10008,"-4.010606,134.108803"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 03:40:23.823147,101,3930,"-71.560808,94.283324"
LZB12345678901234,FAW,2023,2025-11-30 03:53:06.565022,92,8005,"-89.762750,-164.112412"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 17:08:08.207275,11,13570,"-58.4037835,22.846898"
1XKAD49X7JJ123456,Kenworth,2015,2025-11-30 09:22:05.241571,56,60004,"81.5987535,-159.887020"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 09:23:58.033700,114,50001,"-30.3257775,-2.871359"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 15:02:47.471394,112,13567,"72.844390,76.629271"
F654J5DV77JS46566,Ford,2024,2025-11-30 09:09:53.056889,108,19615,"-22.7528925,101.012224"
F654J5DV77JS98654,Ford,2023,2025-11-30 17:40:23.258621,53,22110,"-31.800342,-27.716147"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 10:33:17.409661,26,50003,"9.7077495,134.371022"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 14:44:15.032241,72,10004,"28.2191655,169.875434"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 01:12:37.577993,80,3935,"21.6619925,91.121266"
1V2NC9JX5JC123456,Volvo,2022,2025-11-30 07:35:36.315233,63,13564,"57.272570,40.183937"
F654J5DV77JS98654,Ford,2023,2025-11-30 04:37:04.085395,80,22115,"80.8196315,158.356069"
1V2NC9JX5JC123456,Volvo,2022,2025-11-29 23:27:22.167997,77,13567,"-17.178109,-113.693698"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-30 00:19:27.095759,26,4008,"47.723885,-108.230808"
F654J5DV77JS46566,Ford,2024,2025-11-30 07:55:39.974677,53,19615,"49.221144,-169.510444"
F654J5DV77JS98654,Ford,2023,2025-11-30 05:03:50.152849,48,22108,"-26.5981365,-42.506374"
6FDUF4GY1JSC12345,Scania,2016,2025-11-30 08:37:08.454023,75,50002,"31.4918515,65.866153"
3GCUKREC0FG893480,Chevrolet,2025,2025-11-30 07:56:25.306206,63,3928,"-84.2184415,-114.794496"
F654J5DV77JS98654,Ford,2023,2025-11-30 00:52:26.432078,35,22111,"31.9938485,-158.004567"
3AKJGLD54JSC12345,Freightliner,2022,2025-11-30 06:06:48.410119,28,10003,"-60.621757,-19.748617"
F654J5DV77JS98654,Ford,2023,2025-11-30 00:20:58.705703,57,22113,"-86.906263,-35.229430"
LZB12345678901234,FAW,2023,2025-11-30 20:02:06.232356,119,8004,"-89.9483905,118.086924"
F654J5DV77JS98654,Ford,2023,2025-11-30 12:40:15.996919,105,22114,"82.6354335,-88.412508"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 14:22:04.602318,39,11059,"-53.8554805,115.423316"
1V2NC9JX5JC962225,Volvo,2022,2025-11-30 01:03:27.527020,2,11055,"-44.696569,-15.943818"
3GCUKREC0FG123456,Chevrolet,2024,2025-11-29 22:30:49.985703,40,4005,"10.621978,-93.669413"
